Source,Destination,Anchor
https://www.hhs.gov/about/agencies/asfr/key-personnel/index.html,https://www.hhs.gov/asfr/of/hhschiefoff.html,HHS Chief Financial Officers and Services Contacts
https://www.hhs.gov/press-room/wtas-secretary-kennedy-announces-hhs-action-reduce-harmful-screen-use-protect-children-online.html,https://abcnews.com/Politics/off-phones-surgeon-general-advisory-calls-kids-cut/story,The Kids Mental Health Foundation
https://www.hhs.gov/press-room/wtas-secretary-kennedy-announces-hhs-action-reduce-harmful-screen-use-protect-children-online.html,https://abcnews.com/Politics/off-phones-surgeon-general-advisory-calls-kids-cut/story,Child Mind Institute
https://www.hhs.gov/press-room/wtas-secretary-kennedy-announces-hhs-action-reduce-harmful-screen-use-protect-children-online.html,https://abcnews.com/Politics/off-phones-surgeon-general-advisory-calls-kids-cut/story,ABC News:
https://www.hhs.gov/answers/medicare-and-medicaid/does-medicaid-cover-dental-care/index.html,https://www.medicaid.gov/medicaid/benefits/dental/index.html,Medicaid and Dental Care
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2015.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2015.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2015.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2015.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2013.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2013.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2013.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2013.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2014.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2014.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2014.html,html
https://www.hhs.gov/foia/reports/quarterly/index.html,https://www.hhs.gov/foia/quarterly/quarterly-report-2014.html,html
https://www.hhs.gov/foia/electronic-reading-room/index.html,https://www.cdc.gov/od/foia/reading/index.htm,Centers for Disease Control and Prevention & Agency for Toxic Substances and Disease Registry
https://www.hhs.gov/hipaa/for-professionals/privacy/laws-regulations/index.html,http://privacyruleandresearch.nih.gov/pdf/HIPAA_Privacy_Rule_Booklet.pdf,"NIH's publication of ""Protecting Personal Health Information in Research: Understanding the HIPAA Privacy Rule."""
https://www.hhs.gov/surgeongeneral/reports-and-publications/parents/index.html,https://www.cdc.gov/mentalhealth/tools-resources/index.htm,CDC Mental Health Resources
https://www.hhs.gov/surgeongeneral/reports-and-publications/prevention-preterm-birth/index.html,https://videocast.nih.gov/Summary.asp,Conference Video (Day 1)
https://www.hhs.gov/surgeongeneral/reports-and-publications/prevention-preterm-birth/index.html,https://videocast.nih.gov/Summary.asp,Conference Video (Day 2)
https://www.hhs.gov/media/2881/modal,https://videocast.nih.gov/Summary.asp,https://videocast.nih.gov/Summary.asp?Live=26511&start=4171&duration=7295
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2015-october-21-22/index.html,https://videocast.nih.gov/Summary.asp,"October 21, 2015"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2015-october-21-22/index.html,https://videocast.nih.gov/Summary.asp,"October 22, 2015"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2015-december-3-4/index.html,https://videocast.nih.gov/Summary.asp,"December 3, 2015"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2015-december-3-4/index.html,https://videocast.nih.gov/Summary.asp,"December 4, 2015"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2016-october-25-26/index.html,https://videocast.nih.gov/Summary.asp,"October 25, 20116"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2016-may-18-19/index.html,https://videocast.nih.gov/Summary.asp,"May 18, 2016"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2016-may-18-19/index.html,https://videocast.nih.gov/Summary.asp,"May 19, 2016"
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast/index.html,https://videocast.nih.gov/Summary.asp,View the archived Webcast - 270 minutes
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast-bernard-richard/index.html,https://videocast.nih.gov/Summary.asp,View the archived Webcast - 270 minutes
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast-tracy-cron/index.html,https://videocast.nih.gov/Summary.asp,View the archived Webcast - 270 minutes
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast-toni-dileo/index.html,https://videocast.nih.gov/Summary.asp,View the archived Webcast - 270 minutes
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/consumer_booklet/spanish/pdfs/consumer_spanish.pdf,Consumer Guide (Spanish)
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/index.htm,View the Resource for Smoking & Tobacco Use
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/preventing-tobacco-use-factsheet/index.html,Fact Sheet
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.hhs.gov/about/news/2020/01/23/surgeon-general-releases-first-report-focused-on-smoking-cessation-in-30-years.html,Press Release
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/consumer_booklet/pdfs/consumer.pdf,Consumer Booklet
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2020-smoking-cessation/fact-sheets/payers/index.html,Factsheet - Summary for Payers
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2020-smoking-cessation/fact-sheets/adult-smoking-cessation-e-cigarettes-use/index.html,Factsheet - E-Cigarette and Adult Cessation
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2004/index.htm,View the Report for 2004 Surgeon General's ReportÑThe Health Consequences of Smoking
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/pdfs/errata.pdf,Errata
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2020-smoking-cessation/fact-sheets/healthcare-professionals-health-systems/index.html,Factsheet - Summary for Health Care Professionals
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2010/consumer_booklet/index.htm,Consumer Booklet
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/pdfs/physician_card508.pdf,View the Physician Card for Talking to Teens About Tobacco Use
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2012/pdfs/parent_card508.pdf,View the Parent Card for What You Need to Know About Tobacco to Talk to Your Teens
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/2020-smoking-cessation/index.html,CDC Resources
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.youtube.com/playlist,Video playlist: Winning entries for the Surgeon General's Video Contest: Tobacco
https://www.hhs.gov/about/agencies/ogc/careers/internships/index.html,https://www.youtube.com/playlist,#IAmHHSOGC YouTube playlist
https://www.hhs.gov/ohrp/regulations-and-policy/regulations/nprm-home/index.html,https://www.youtube.com/playlist,here
https://www.hhs.gov/aging/napa/index.html,https://www.youtube.com/playlist,Progress and Potential: Alzheimer's and Related Dementias Research
https://www.hhs.gov/vaccines/nvac/meetings/2019/09-17/index.html,https://www.youtube.com/playlist,View the Meeting Recording
https://www.hhs.gov/vaccines/nvac/meetings/2019/03-25/index.html,https://www.youtube.com/playlist,View the Meeting Recording
https://www.hhs.gov/oidp/advisory-committee/blood-tissue-safety-availability/meetings/2020-08-26/index.html,https://www.youtube.com/playlist,View a recording of the meeting.
https://www.hhs.gov/oidp/topics/blood-tissue-safety/programs-and-projects/workshops-and-symposiums/2015-05-11/post-symposium-materials/index.html,https://www.youtube.com/playlist,recorded sessions
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.cdc.gov/tobacco/data_statistics/sgr/50th-anniversary/pdfs/what-you-need-to-know.pdf,Fact Sheet (CDC)
https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/index.html,https://www.hhs.gov/surgeongeneral/reports-and-publications/tobacco/preventing-youth-tobacco-use/hoja-informativa.html,Spanish Fact Sheet
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/index.html,https://www.humanetech.com/technologists,Toolkit For Technologists (Center for Humane Technology)
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/index.html,https://www.cdc.gov/violenceprevention/pdf/suicideTechnicalPackage.pdf,Preventing Adverse Childhood Experiences (ACEs) (CDC)
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/index.html,https://ico.org.uk/for-organisations/childrens-code-hub/,The ChildrenÕs Code (UKÕs Information Commissioner)
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/index.html,https://www.cdc.gov/mentalhealth/stress-coping/parental-resources/index.html,ChildrenÕs Mental Health and COVID-19 Parental Resources Kit (CDC)
https://www.hhs.gov/hepatitis/learn-about-viral-hepatitis/hepatitis-b-basics/index.html,https://www.cdc.gov/vaccines/schedules/hcp/imz/adult.html,Adults
https://www.hhs.gov/about/agencies/iea/faith/about-the-faith-center/hhs-grants-information/index.html,https://minorityhealth.hhs.gov/omh/browse.aspx,Resource Center
https://www.hhs.gov/surgeongeneral/reports-and-publications/op-eds-and-perspectives/index.html,https://www.hhs.gov/sites/default/files/my-parting-prescription-for-america.pdf,Surgeon General: My Parting Prescription for America
https://www.hhs.gov/surgeongeneral/reports-and-publications/health-worker-burnout/index.html,https://asprtracie.hhs.gov/technical-resources/resource/8587/preventing-and-addressing-moral-injury-affecting-healthcare-workers-during-the-covid-19-pandemic,Preventing and Addressing Moral Injury Affecting Healthcare Workers During the COVID-19 Pandemic
https://www.hhs.gov/surgeongeneral/reports-and-publications/health-worker-burnout/index.html,https://aspr.hhs.gov/behavioral-health/Pages/hospital-exec-practical-approaches.aspx,Creating a Caring Workforce Culture: Practical Approaches for Hospital Executives
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/hurricane-harvey-hipaa-bulletin.pdf,August 2017 Hurricane Harvey Bulletin
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/reports-congress/index.html,https://www.hhs.gov/sites/default/files/compliance-report-to-congress-2015-2016-2017.pdf,"2015-2016-2017 Report to Congress on HIPAA Privacy, Security, and Breach Notification Compliance"
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/reports-congress/index.html,https://www.hhs.gov/sites/default/files/compliance-letters-signed-083016.pdf,"2013 - 2014 Submission Letter to the Report to Congress on HIPAA Privacy, Security and Breach Notification Compliance"
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/reports-congress/index.html,https://www.hhs.gov/sites/default/files/rtc-compliance-20132014.pdf,"2013 - 2014 Report to Congress on HIPAA privacy, Security and Breach Notification Compliance"
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/california-wildfires-hipaa-bulletin.pdf,October 2017 California Wildfires Bulletin
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/super-typhoon-yutu-hipaa-bulletin.pdf,October 2018 Super Typhoon Yutu Bulletin
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/2018-hurricane-florence-hipaa-bulletin-update.pdf,September 2018 Hurricane Florence Bulletin
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/hurricanes-and-hipaa-spanish-092617.pdf,Los Huracanes y la Ley HIPAA [September 2017]
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/hipaa-policy-brief-hipaa-pha-final.pdf,Disclosures to Public Health Authorities
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/hurricane-maria-hipaa-bulletin.pdf,September 2017 Hurrican Maria Bulletin
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/2018-hurricane-michael-hipaa-bulletin-update-for-florida-and-georgia.pdf,October 2018 Hurricane Michael Bulletin
https://www.hhs.gov/hipaa/for-professionals/special-topics/emergency-preparedness/index.html,https://www.hhs.gov/sites/default/files/hurricane-irma-hipaa-bulletin.pdf,September 2017 Hurricane Irma Bulletin
https://www.hhs.gov/hipaa/for-professionals/special-topics/hipaa-covid19/index.html,https://www.hhs.gov/sites/default/files/derechos-civiles-la-ley-hipaa-y-la-enfermedad-del-coronavirus-2019.pdf,"Bolet’n informativo de marzo de 2020 - Derechos Civiles, la ley HIPAA y la enfermedad del coronavirus 2019 (COVID-19)"
https://www.hhs.gov/hipaa/for-professionals/privacy/guidance/related-links/index.html,https://www.samhsa.gov/sites/default/files/part2-hipaa-comparison2004.pdf,Substance Abuse and Mental Health Services Administration - Guidance for Substance Abuse Treatment Programs
https://www.hhs.gov/hipaa/for-professionals/special-topics/research/index.html,http://privacyruleandresearch.nih.gov/healthservicesprivacy.asp,Health Services Research Fact Sheet
